client_id	path	sentence	up_votes	down_votes	age	gender	accent
050285cbb88b5096cffe46ea64eec36321a12973ca2bde76bdeb4bd4466e0c60f70a662e3224c32028b6b91ff4029eba10c933e6c8c64663966f1aea4a9a15ee	common_voice_ia_19865449.mp3	Io insenia chinese.	2	0	thirties	female	
050285cbb88b5096cffe46ea64eec36321a12973ca2bde76bdeb4bd4466e0c60f70a662e3224c32028b6b91ff4029eba10c933e6c8c64663966f1aea4a9a15ee	common_voice_ia_19865450.mp3	Romance de cappa e spada.	2	0	thirties	female	
050285cbb88b5096cffe46ea64eec36321a12973ca2bde76bdeb4bd4466e0c60f70a662e3224c32028b6b91ff4029eba10c933e6c8c64663966f1aea4a9a15ee	common_voice_ia_19865451.mp3	Samuel me reguarda.	2	0	thirties	female	
050285cbb88b5096cffe46ea64eec36321a12973ca2bde76bdeb4bd4466e0c60f70a662e3224c32028b6b91ff4029eba10c933e6c8c64663966f1aea4a9a15ee	common_voice_ia_19865452.mp3	Sitos web pote cargar avisos publicitari e altere contento externe que contine traciatores occulte.	2	0	thirties	female	
419cfbc30606b4d76d959856731f428cf04f8affb85e18d846af6abeea48de2755a8ee2a53762fec66817f09de9f2ff74266a87d9eac4b150aa97751241517bd	common_voice_ia_19251460.mp3	Io ha cambiate de idea.	2	0			
419cfbc30606b4d76d959856731f428cf04f8affb85e18d846af6abeea48de2755a8ee2a53762fec66817f09de9f2ff74266a87d9eac4b150aa97751241517bd	common_voice_ia_19251461.mp3	Como sona mi voce?	2	0			
419cfbc30606b4d76d959856731f428cf04f8affb85e18d846af6abeea48de2755a8ee2a53762fec66817f09de9f2ff74266a87d9eac4b150aa97751241517bd	common_voice_ia_19251463.mp3	Que es tu plan?	2	0			
419cfbc30606b4d76d959856731f428cf04f8affb85e18d846af6abeea48de2755a8ee2a53762fec66817f09de9f2ff74266a87d9eac4b150aa97751241517bd	common_voice_ia_19251464.mp3	On pote ancora audir su accento anglese in su discurso registrate.	2	0			
2034d207700df121d6cd5f8c3c1844d64afd29ff66e941993620f43bf5ecefe1ea769689306bcf6cd2eba13af2bba9d40638812ca0c46918e65129b10bcb00ed	common_voice_ia_19165282.mp3	Nemo vole ir illac.	2	0	fourties	male	
2034d207700df121d6cd5f8c3c1844d64afd29ff66e941993620f43bf5ecefe1ea769689306bcf6cd2eba13af2bba9d40638812ca0c46918e65129b10bcb00ed	common_voice_ia_19165283.mp3	voces rauc non attinge le celo	2	0	fourties	male	
2034d207700df121d6cd5f8c3c1844d64afd29ff66e941993620f43bf5ecefe1ea769689306bcf6cd2eba13af2bba9d40638812ca0c46918e65129b10bcb00ed	common_voice_ia_19165284.mp3	Va ben.	2	0	fourties	male	
2034d207700df121d6cd5f8c3c1844d64afd29ff66e941993620f43bf5ecefe1ea769689306bcf6cd2eba13af2bba9d40638812ca0c46918e65129b10bcb00ed	common_voice_ia_19165285.mp3	Maria ha un perturbation de anxietate generalisate.	2	0	fourties	male	
2034d207700df121d6cd5f8c3c1844d64afd29ff66e941993620f43bf5ecefe1ea769689306bcf6cd2eba13af2bba9d40638812ca0c46918e65129b10bcb00ed	common_voice_ia_19165286.mp3	On ascolta musica.	2	0	fourties	male	
b73f76915fe548479c0f9aada6e89db852ca4ecebf6d5c66d05363769afe0e2ebe36ac08ec6c87b6b1bca9d0f90609168ab8c78c15497947c20c34f155ea9615	common_voice_ia_19318366.mp3	Forsan ille non es juvene.	2	1	twenties	male	
b73f76915fe548479c0f9aada6e89db852ca4ecebf6d5c66d05363769afe0e2ebe36ac08ec6c87b6b1bca9d0f90609168ab8c78c15497947c20c34f155ea9615	common_voice_ia_19318367.mp3	Tom reposa	2	0	twenties	male	
b73f76915fe548479c0f9aada6e89db852ca4ecebf6d5c66d05363769afe0e2ebe36ac08ec6c87b6b1bca9d0f90609168ab8c78c15497947c20c34f155ea9615	common_voice_ia_19318368.mp3	Totes ha ascoltate le problema del pullo e del ovo.	2	0	twenties	male	
b73f76915fe548479c0f9aada6e89db852ca4ecebf6d5c66d05363769afe0e2ebe36ac08ec6c87b6b1bca9d0f90609168ab8c78c15497947c20c34f155ea9615	common_voice_ia_19318369.mp3	Retorna a laborar.	2	0	twenties	male	
b73f76915fe548479c0f9aada6e89db852ca4ecebf6d5c66d05363769afe0e2ebe36ac08ec6c87b6b1bca9d0f90609168ab8c78c15497947c20c34f155ea9615	common_voice_ia_19318370.mp3	Isto es non-conventional.	2	0	twenties	male	
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844043.mp3	Veni al centro del citate con nos.	2	0			
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844044.mp3	Prende solo un.	2	0			
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844045.mp3	Io vole tempore.	2	1			
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844051.mp3	Ille parla Anglese e Francese.	2	0			
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844052.mp3	Nos non parla jammais con le estranies.	2	0			
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844056.mp3	Io sta ben.	2	0			
19285f8e012ad31cad237d53bab348ce59a5cc13684754124f24165e774904af766792883aa4c9ba8cc7cd457293483263e703391afa86a8c6a9570c337c9d08	common_voice_ia_19844057.mp3	Io pensa que io habeva facite ben.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370670.mp3	Ha io facite illo?	2	1			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370671.mp3	Primavera es mi saison favorite.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370672.mp3	Galileo Galilei ha essite le primo homine qui observava Neptuno per su telescopio.	2	1			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370673.mp3	Io trova iste ferry-boat enoiante.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370674.mp3	In Arabia saudi le aqua es plus costose que le oleo.	2	1			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370678.mp3	Io controlara de novo.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370680.mp3	Non fraudar.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370681.mp3	Senatores es bon viros, sed senato mala bestia.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370682.mp3	Ille deveniva cec.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370684.mp3	Nulle homine vivente pote toto.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370705.mp3	Le serratura verde in le barra de adresse de tu navigator	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370706.mp3	Ille moriva.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370707.mp3	Como on face?	2	1			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370708.mp3	Anque su voce e su accento era cambiate.	2	1			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370709.mp3	Ubi es le lavatorio?	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370730.mp3	Non aperir le cassa ancora.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370731.mp3	Es infantes plus creative que adultos?	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370732.mp3	Va a casa. Reposa te un poco.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370733.mp3	Le homine es le genio, le femina es le angelo.	2	0			
02a13faaf57f0f1f3d28b6166c24552fea6db040fcd96fb57bbeb6c782e9aae8b39ad23f44eebd2ddab55ddc5211792fb87bfbbd9ba7ecbffbf13a328af5588d	common_voice_ia_19370735.mp3	Primo illa se plangeva, pois tussiva e al fin su ventilation collabeva.	2	0			
2059176b42498b43f5819e00bf4a41635f840684160fa55f448f7fd070707d93ec047b615ad693c2d556805fd547c4a1671a91491476e1bbd06f111d5fd996b8	common_voice_ia_19583722.mp3	Maximo exiva pro dansar.	2	0	teens	male	
2059176b42498b43f5819e00bf4a41635f840684160fa55f448f7fd070707d93ec047b615ad693c2d556805fd547c4a1671a91491476e1bbd06f111d5fd996b8	common_voice_ia_19583724.mp3	Un homine debe laborar.	2	0	teens	male	
