0.,0.,0.
0.,0.1,0.
0.,0.2,0.
0.,0.30000000000000004,0.
0.,0.4,0.
0.,0.5,0.
0.,0.6000000000000001,0.
0.,0.7000000000000001,0.
0.,0.8,0.
0.,0.9,0.
0.,1.,0.
0.1,0.,0.
0.1,0.1,0.010000000000000002
0.1,0.2,0.020000000000000004
0.1,0.30000000000000004,0.030000000000000006
0.1,0.4,0.04000000000000001
0.1,0.5,0.05
0.1,0.6000000000000001,0.06000000000000001
0.1,0.7000000000000001,0.07
0.1,0.8,0.08000000000000002
0.1,0.9,0.09000000000000001
0.1,1.,0.1
0.2,0.,0.
0.2,0.1,0.020000000000000004
0.2,0.2,0.04000000000000001
0.2,0.30000000000000004,0.06000000000000001
0.2,0.4,0.08000000000000002
0.2,0.5,0.1
0.2,0.6000000000000001,0.12000000000000002
0.2,0.7000000000000001,0.14
0.2,0.8,0.16000000000000003
0.2,0.9,0.18000000000000002
0.2,1.,0.2
0.30000000000000004,0.,0.
0.30000000000000004,0.1,0.030000000000000006
0.30000000000000004,0.2,0.06000000000000001
0.30000000000000004,0.30000000000000004,0.09000000000000002
0.30000000000000004,0.4,0.12000000000000002
0.30000000000000004,0.5,0.15000000000000002
0.30000000000000004,0.6000000000000001,0.18000000000000005
0.30000000000000004,0.7000000000000001,0.21000000000000005
0.30000000000000004,0.8,0.24000000000000005
0.30000000000000004,0.9,0.2700000000000001
0.30000000000000004,1.,0.30000000000000004
0.4,0.,0.
0.4,0.1,0.04000000000000001
0.4,0.2,0.08000000000000002
0.4,0.30000000000000004,0.12000000000000002
0.4,0.4,0.16000000000000003
0.4,0.5,0.2
0.4,0.6000000000000001,0.24000000000000005
0.4,0.7000000000000001,0.28
0.4,0.8,0.32000000000000006
0.4,0.9,0.36000000000000004
0.4,1.,0.4
0.5,0.,0.
0.5,0.1,0.05
0.5,0.2,0.1
0.5,0.30000000000000004,0.15000000000000002
0.5,0.4,0.2
0.5,0.5,0.25
0.5,0.6000000000000001,0.30000000000000004
0.5,0.7000000000000001,0.35000000000000003
0.5,0.8,0.4
0.5,0.9,0.45
0.5,1.,0.5
0.6000000000000001,0.,0.
0.6000000000000001,0.1,0.06000000000000001
0.6000000000000001,0.2,0.12000000000000002
0.6000000000000001,0.30000000000000004,0.18000000000000005
0.6000000000000001,0.4,0.24000000000000005
0.6000000000000001,0.5,0.30000000000000004
0.6000000000000001,0.6000000000000001,0.3600000000000001
0.6000000000000001,0.7000000000000001,0.4200000000000001
0.6000000000000001,0.8,0.4800000000000001
0.6000000000000001,0.9,0.5400000000000001
0.6000000000000001,1.,0.6000000000000001
0.7000000000000001,0.,0.
0.7000000000000001,0.1,0.07
0.7000000000000001,0.2,0.14
0.7000000000000001,0.30000000000000004,0.21000000000000005
0.7000000000000001,0.4,0.28
0.7000000000000001,0.5,0.35000000000000003
0.7000000000000001,0.6000000000000001,0.4200000000000001
0.7000000000000001,0.7000000000000001,0.4900000000000001
0.7000000000000001,0.8,0.56
0.7000000000000001,0.9,0.6300000000000001
0.7000000000000001,1.,0.7000000000000001
0.8,0.,0.
0.8,0.1,0.08000000000000002
0.8,0.2,0.16000000000000003
0.8,0.30000000000000004,0.24000000000000005
0.8,0.4,0.32000000000000006
0.8,0.5,0.4
0.8,0.6000000000000001,0.4800000000000001
0.8,0.7000000000000001,0.56
0.8,0.8,0.6400000000000001
0.8,0.9,0.7200000000000001
0.8,1.,0.8
0.9,0.,0.
0.9,0.1,0.09000000000000001
0.9,0.2,0.18000000000000002
0.9,0.30000000000000004,0.2700000000000001
0.9,0.4,0.36000000000000004
0.9,0.5,0.45
0.9,0.6000000000000001,0.5400000000000001
0.9,0.7000000000000001,0.6300000000000001
0.9,0.8,0.7200000000000001
0.9,0.9,0.81
0.9,1.,0.9
1.,0.,0.
1.,0.1,0.1
1.,0.2,0.2
1.,0.30000000000000004,0.30000000000000004
1.,0.4,0.4
1.,0.5,0.5
1.,0.6000000000000001,0.6000000000000001
1.,0.7000000000000001,0.7000000000000001
1.,0.8,0.8
1.,0.9,0.9
1.,1.,1.
